Indicador,Indicador_Nome,Subcategoria_Indicador,Tipo_Geo,Regiao_Geografica,Geografia_Nome,Estimativa,SE,IC_95,IC_inf,IC_sup,CV,Confiabilidade
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253010,Micro 2253010,0.4785521430659936,0.1834893678276168,[0.119 — 0.838],0.1189129821238647,0.8381913040081225,38.34260706723303,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253011,Micro 2253011,0.7268465699192287,0.1534592273250765,[0.426 — 1.028],0.4260664843620788,1.0276266554763787,21.113015273929097,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253012,Micro 2253012,0.6687938750248231,0.08993470969064912,[0.493 — 0.845],0.49252184403115085,0.8450659060184954,13.447298644490587,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253020,Micro 2253020,0.6388984112995616,0.09784872835115106,[0.447 — 0.831],0.4471149037313055,0.8306819188678176,15.315224865267748,Regular (*)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253021,Micro 2253021,0.8754660003669278,0.27742125376019633,[0.332 — 1.419],0.331720342996943,1.4192116577369127,31.68840978906351,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2253022,Micro 2253022,0.35274679490179667,0.42991248485823674,[-0.490 — 1.195],-0.4898816754203474,1.1953752652239407,121.87566012553641,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Outro,Micro_2254020,Micro 2254020,0.464669544703512,0.20499265175943268,[0.063 — 0.866],0.06288394725502394,0.8664551421520001,44.1157924154962,Baixa
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Zona,Zona_Rural,Zona Rural,0.6057583227914255,0.05690844232051843,[0.494 — 0.717],0.49421777584320936,0.7172988697396416,9.394578692419076,Boa (**)
Conribuintes_Desocupados,Responsáveis ou Cônjuges Desocupados,"contribuinte_renda_domicilio/VD4002 == ""Pessoas desocupadas""",Zona,Zona_Urbana,Zona Urbana,0.534687012999322,0.03633514800141763,[0.463 — 0.606],0.46347012291654344,0.6059039030821005,6.795592022629453,Boa (**)
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,"!is.na(VD4005) & VD4005 == ""Pessoas desalentadas""/VD4003Pessoas fora da força de trabalho e na força de trabalho potencial",Agregados nacionais,Brasil,Brasil,0.484470826272535,0.00768365691161666,[0.469 — 0.500],0.4694108587257664,0.49953079381930365,1.5859895983281116,Excelente (***)
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,"!is.na(VD4005) & VD4005 == ""Pessoas desalentadas""/VD4003Pessoas fora da força de trabalho e na força de trabalho potencial",Agregados nacionais,Nordeste,Nordeste,0.6278136878669154,0.00961218358579343,[0.609 — 0.647],0.6089738080387602,0.6466535676950705,1.5310567086315312,Excelente (***)
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,"!is.na(VD4005) & VD4005 == ""Pessoas desalentadas""/VD4003Pessoas fora da força de trabalho e na força de trabalho potencial",Agregados nacionais,Piauí,Piauí,0.6839770817050019,0.02634844673734857,[0.632 — 0.736],0.6323341260997988,0.7356200373102051,3.8522411703719346,Excelente (***)
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,"!is.na(VD4005) & VD4005 == ""Pessoas desalentadas""/VD4003Pessoas fora da força de trabalho e na força de trabalho potencial",Agregados nacionais,Teresina,Teresina,0.5843783261212113,0.12190856268767096,[0.345 — 0.823],0.3454375432533763,0.8233191089890464,20.861239583752937,Regular (*)
Desalentados_Fora_Forca,Desalentados Fora da Força de Trabalho,"!is.na(VD4005) & VD4005 == ""Pessoas desalentadas""/VD4003Pessoas fora da força de trabalho e na força de trabalho potencial",Estrato administrativo,Admin_Capital,Capital,0.5843783261212113,0.12190856268767096,[0.345 — 0.823],0.3454375432533763,0.8233191089890464,20.861239583752937,Regular (*)
